recipeId,ingredientId,quantity,quantity_type,required
231,80,2.00,tsp,1
231,258,6,leaves,1
231,183,1,sprinkling,1
231,17,1,tbsp,1
231,236,1,chopped,1
232,224,3,cloves,1
232,364,4,tsp ground,1
232,196,2,tsp ground,1
232,149,1,tsp,1
232,104,2.00,tsp,1
232,95,1,tsp,1
232,293,1,tsp,1
232,84,2.00,tsp,1
232,72,1,can,1
232,89,3,cups,1
232,116,3,chopped,1
232,111,1.5,cups,1
232,333,1,tsp,1
232,49,1,small,1
232,38,1,cup,1
232,284,1,tsp,1
232,302,225,g,1
232,51,175,ml,1
232,9,1,tsp,1
233,209,175,g,1
233,333,1,tsp,1
233,324,2,,1
233,286,85,g,1
233,27,140,g,1
233,123,2,tbsp,1
233,41,100,ml,1
233,110,1,scoop,1
233,30,175,g,1
233,211,50,g,1
233,181,225,ml,1
233,217,1,tbsp,1
233,41,650,g,1
233,115,1,tsp,1
233,30,2,tsp,1
234,292,1,Juice of half,1
234,175,4,,1
234,224,150,g,1
234,197,80,g,1
234,301,20,chopped,1
234,273,2,tbsp,1
234,133,1,Pinch,1
234,214,1,Pinch,1
234,245,4,tbsp,1
234,281,6,small,1
234,244,0.5,tbsp,1
235,224,1,can,1
235,119,2,cups halved,1
235,175,1.5,cups,1
235,71,1,tbsp,1
235,62,0.5,cup,1
235,162,50,g,1
235,170,1,finely chopped,1
235,237,150,g,1
236,41,125,ml,1
236,364,1,litre hot,1
236,268,1,The juice and zest of one,1
236,338,240,g,1
236,328,150,g,1
236,197,100,g,1
236,189,1,Ground,1
236,2,50,g,1
236,10,250,g,1
236,29,75,g,1
236,234,135,g,1
237,112,450,g,1
237,345,1,tsp,1
237,41,100,g,1
237,346,150,g,1
237,324,1,tsp,1
237,347,300,ml,1
237,349,1,Drizzle,1
237,284,1,Top,1
237,115,1,Top,1
237,350,400,g,1
237,348,8,,1
237,345,2,pinches,1
238,355,350,g,1
238,254,5,tbsp,1
238,276,1,large,1
238,358,3,cloves,1
238,224,2,tbsp,1
238,227,1,tail,1
238,149,4,,1
238,232,650,ml,1
238,357,2,large,1
238,359,1,juiced,1
238,361,1,Topping,1
238,317,3,tbsp,1
238,197,8,cloves chopped,1
238,237,3,tbsp,1
239,224,2,tbsp,1
239,149,1200,g,1
239,52,1,Bunch,1
239,394,2,tubs,1
239,80,3,tbsp,1
239,18,85,g,1
239,401,2,sliced,1
239,211,1,kg,1
239,234,100,g,1
239,402,3,tubs,1
239,299,1,Pinch,1
239,234,400,g,1
239,403,350,g,1
239,222,3,parts,1
239,46,3,tbsp,1
240,383,350,g,1
240,149,1,Small bunch,1
240,224,1,sliced,1
240,371,4,tbsp,1
240,277,25,g,1
241,364,400,g,1
241,224,6,cloves,1
241,41,8,,1
241,253,1,Handful,1
241,149,1,,1
241,123,4,,1
241,237,1,Drizzle,1
241,444,300,g,1
241,445,1,Beaten,1
241,224,1,Beaten,1
242,255,2,tbsp,1
242,121,70,ml,1
242,122,200,g,1
242,327,2,chopped,1
242,3,30,g,1
242,452,85,ml,1
242,227,1,Pinch,1
242,248,1,Pinch,1
242,26,1,Dash,1
242,281,100,g,1
242,244,175,g,1
242,342,2,,1
243,41,225,g,1
243,217,1,tsp,1
243,123,1,tsp,1
243,286,3,tbsp,1
243,15,275,ml,1
243,27,1,To serve,1
243,30,100,g,1
243,211,125,g,1
243,115,1,tbsp,1
243,41,300,ml,1
243,217,1,tsp,1
243,30,250,g,1
243,115,1,Pinch,1
243,324,125,g,1
244,286,175,g,1
244,281,80,g,1
244,446,1,zest,1
244,458,1,zest,1
244,52,150,ml,1
244,197,1,To serve,1
244,228,300,g,1
244,211,250,g,1
244,459,100,g,1
245,304,500,g,1
245,462,175,g,1
245,461,7,slices,1
245,408,1,tbsp,1
245,52,2,chopped,1
245,35,1,large,1
246,378,1,L,1
246,196,400,g,1
246,426,200,g,1
246,328,3,,1
246,46,3,,1
246,163,1,small pack,1
246,317,40,g,1
246,150,1,kg,1
246,17,200,g (soaked overnight),1
246,234,2,chopped,1
247,448,2,,1
247,241,2,,1
247,227,1,chopped,1
247,49,300,g,1
247,21,1,To serve,1
247,55,2,cups,1
247,501,0.25,cup,1
247,35,2,,1
248,40,1,tsp,1
248,41,1,tsp,1
248,123,0.5,cup,1
248,324,1.5,cups,1
248,281,2,tbsp,1
248,248,4,,1
248,211,1.5,cup,1
249,507,2,tbsp,1
249,24,2,cloves minced,1
249,26,1,medium finely diced,1
249,41,4,,1
249,149,0.25,cup,1
249,57,0.25,cup,1
249,218,1,tbsp,1
249,34,1,tbsp,1
249,176,1,Dash,1
249,505,1,tbsp minced,1
249,342,1,tbsp minced,1
249,506,1,To taste,1
249,237,1,To taste,1
249,494,450,,1
249,281,400,,1
249,244,1,chopped,1
250,509,1,tsp,1
250,510,2,tsp,1
250,364,2,tsp,1
250,232,1,tsp,1
250,106,1,sliced,1
250,186,1,sliced,1
250,180,200,g,1
250,264,1,To taste,1
250,424,1,To taste,1
250,317,250,g,1
250,281,30,g,1
250,244,1,Pinch,1
250,286,1,For frying,1
250,446,200,g,1
250,281,1,,1
250,224,1,Dash,1
251,4,0.5,tsp,1
251,483,1,tsp,1
251,333,10,g,1
251,281,10,g,1
251,305,30,g,1
251,296,10,g,1
251,528,1,dash,1
251,316,1,lb,1
251,332,0.50,tsp,1
251,95,1,tsp,1
252,3,1,pinch,1
252,281,1,,1
252,443,3,tbsp,1
252,244,1,pinch,1
252,121,1,,1
252,528,3,tbs,1
252,223,4,tbs,1
252,154,1,tsp,1
252,149,1,tsp,1
252,364,0.75,cup,1
252,49,0.50,cup,1
252,425,0.75,cup,1
252,55,1,cup,1
252,218,1,cup,1
252,530,1,tbs,1
252,333,1,cup,1
252,231,1,tbs,1
252,180,0.50,tsp,1
252,305,1,tsp,1
252,296,1,tbs,1
253,270,0.50,bag,1
253,254,8,,1
253,483,2,Jan,1
253,244,1,Pinch,1
253,443,2,tsp,1
253,99,2,tbs,1
253,223,4,tbs,1
253,212,1,tsp,1
253,154,1,tsp,1
253,364,0.50,cup,1
253,533,1,cup,1
253,301,0.50,cup,1
253,530,1,tbs,1
253,231,1,tbs,1
253,305,2.00,tbs,1
253,332,2.00,tbs,1
253,296,1,tbs,1
254,2,400,g,1
254,5,3,,1
254,103,1,,1
254,299,400,g,1
254,214,4,tbs,1
254,202,1,zest,1
254,177,2,tsp,1
254,224,3,tbs,1
255,123,4,,1
255,541,2,tbs,1
255,539,2,,1
255,41,1,To serve,1
255,542,8,slices,1
255,198,2,tsp,1
255,541,2,tsp,1
255,483,3,Yolkes,1
255,491,125,g,1
256,224,1,tbs,1
256,263,2,chopped,1
256,259,1,finely chopped,1
256,149,1,clove,1
256,95,1,Chopped,1
256,62,800,g,1
256,52,1,tbs,1
256,123,4,,1
256,133,1,Spinkling,1
257,41,50,g,1
257,364,1,chopped,1
257,47,3,Pods,1
257,320,0.25,tsp,1
257,85,1,small,1
257,20,1,Sprigs of fresh,1
257,19,450,g,1
257,68,1,Litre,1
257,455,750,g,1
257,123,3,,1
257,237,3,tblsp chopped,1
257,197,1,chopped,1
258,253,1.5,kg,1
258,20,2,leaves,1
258,289,2,,1
258,41,3,tbs,1
258,187,750,g,1
258,283,2,,1
258,211,500,ml,1
258,222,1,Grated,1
258,281,1,Pinch,1
258,244,1,Pinch,1
259,333,2,L,1
259,241,300,g,1
259,4,100,g,1
259,329,1,,1
259,55,2,,1
259,49,2,,1
259,253,1,large,1
259,364,1,small,1
259,196,1,small,1
259,54,1,cup,1
259,283,1,pound,1
260,298,320,g,1
260,122,6,,1
260,281,1,As required,1
260,14,150,g,1
260,242,50,g,1
260,29,1,As required,1
261,253,5,,1
261,49,12,ounces,1
261,525,1,,1
261,149,2,cloves,1
261,35,1,Slice,1
261,151,1,,1
261,296,2,,1
261,512,1,,1
261,327,1,,1
261,305,1,tbsp,1
261,41,1 1/2,tsp,1
262,253,2,tbsp,1
262,488,350,g,1
262,149,1,tsp,1
262,197,2,tbs,1
262,4,1,cup,1
262,344,2.00,cup,1
262,68,450,g,1
262,327,450,g,1
262,305,3,tbs,1
262,41,150,g,1
263,137,2.00,tsp,1
263,281,1,tsp,1
263,305,2,tbs,1
263,41,2,tbs,1
263,333,1,Spinkling,1
263,578,4,large,1
263,304,1,Pinch,1
263,99,4,tbs,1
263,305,1,chopped,1
263,84,2,finely chopped,1
263,198,200,g,1
263,491,1,tbs,1
263,211,2,tbs chopped,1
263,305,50,g,1
264,317,100,ml,1
264,305,4,tbs,1
264,224,2,tbs,1
264,364,1,tbs,1
264,150,8,,1
264,191,1,sliced,1
264,84,2.00,cup,1
264,316,1,tsp,1
264,268,1,tsp,1
264,68,1,,1
264,113,1,kg,1
264,79,1,tbs,1
264,214,1,tbs,1
265,598,1,tbs,1
265,364,1,tsp,1
265,224,2,tsp,1
265,548,2,tbs,1
265,244,3,tbs,1
265,20,1,cup,1
266,70,1,,1
266,95,1,tsp,1
266,104,1,Splash,1
266,47,1,Sliced,1
266,53,1,Sliced,1
266,232,6,,1
266,198,1,bunch,1
266,224,1,Dash,1
266,162,1,finely sliced,1
266,150,1,clove,1
266,104,350,g,1
266,198,75,g,1
266,201,15,g,1
266,365,250,g,1
266,579,1,Separated,1
267,301,2.00,tsp,1
267,224,400,g,1
267,259,150,ml,1
267,149,100,ml,1
267,254,1,tsp,1
267,133,5,tbs,1
267,41,3,tbs,1
267,248,3,,1
267,483,200,ml,1
267,541,140,g,1
268,268,300,ml,1
268,91,100,ml,1
268,333,2,tbs,1
268,281,3,tbs,1
268,354,1,tbs,1
268,137,1,tbs,1
268,123,1,,1
268,90,4,whole,1
268,305,1,tablespoon,1
269,601,1,small finely diced,1
269,529,2,cloves minced,1
269,52,1,cups,1
269,576,1,can,1
269,529,1,cup,1
269,296,1,can,1
269,103,1,teaspoon,1
270,425,0.5,tsp,1
270,224,0.5,tsp,1
270,364,1,To taste,1
270,149,1,To taste,1
270,581,1 1/2,cup,1
270,554,1,Chopped,1
270,390,2,pint,1
270,111,4,tbs,1
270,104,4,tbs,1
270,72,1,cup,1
270,293,0.25,cup,1
270,281,0.75,cup,1
270,244,0.50,cup,1
270,290,0.25,cup,1
270,83,0.50,teaspoon,1
271,304,0.50,teaspoon,1
271,305,4,Tablespoons,1
271,560,2,,1
271,100,12,,1
271,295,3,cups,1
272,296,2,Juice,1
272,333,4,tsp,1
272,40,2,finely chopped,1
272,171,16,skinnless,1
272,212,1,For brushing,1
272,99,300,ml,1
272,66,1,large piece,1
272,303,4,,1
272,39,75,tsp,1
273,200,75,tsp,1
273,232,0.5,tsp,1
273,263,0.25,tsp,1
273,70,225,g,1
273,327,100,g,1
273,162,1,tbsp,1
273,154,1,clove,1
273,150,4,tsp,1
273,148,400,ml,1
273,170,2,tsp,1
273,75,1,tsp,1
273,320,450,g,1
274,253,2,fresh kaffir leaves,1
274,163,1,handful,1
274,307,1,Boiled,1
274,149,8,,1
274,311,3,tbsp,1
274,91,100,g,1
274,310,2,medium,1
274,305,1,tbsp grated,1
274,1,225,ml,1
274,202,200,g,1
274,17,1,tblsp,1
274,268,1,large,1
275,283,1,clove peeled crushed,1
275,327,2,tblsp,1
275,248,3,tsp,1
275,123,500,g,1
275,178,1,large,1
275,211,85,g,1
275,62,2,tblsp,1
276,224,800,g,1
276,364,2,tblsp,1
276,149,450,g,1
276,342,2,tblsp,1
276,316,4,,1
276,388,1,tbls,1
276,123,2,tblsp,1
276,36,50,g,1
276,389,5,,1
276,46,100,g,1
276,237,400,g,1
277,253,50,g,1
277,224,1,zest,1
277,123,2,tblsp,1
277,394,1,chopped,1
277,406,1,clove peeled crushed,1
277,307,1,thinly sliced,1
277,263,200,g,1
277,299,1,sliced,1
277,319,100,shredded,1
278,437,250,g,1
278,197,1,kg,1
278,224,1,Knob,1
278,263,1,Dash,1
278,149,50,g,1
278,424,75,g,1
278,163,2,sliced,1
278,426,75,g,1
278,187,150,ml,1
278,433,568,ml,1
279,253,2,tbs chopped,1
279,41,250,g,1
279,211,250,g,1
279,172,250,g,1
279,41,6,,1
279,196,250,g,1
279,248,135,g,1
279,338,400,g,1
279,211,150,g,1
279,237,2,zest,1
279,2,1,beaten,1
279,454,300,g,1
279,455,1,Dusting,1
279,123,6,,1
280,248,100,g,1
280,41,85,g,1
280,158,1,To serve,1
280,36,50,g,1
280,200,25,g,1
280,123,300,ml,1
281,255,2,,1
281,248,5,tbs,1
281,464,0.5,tsp,1
281,52,1,Pod of,1
281,41,140,g,1
281,101,3,,1
282,41,8,slices,1
282,234,150,ml,1
282,211,1,To serve,1
282,21,1,medium,1
282,248,1,tsp,1
282,125,500,g,1
282,53,1,finely chopped,1
282,172,1,finely chopped,1
282,123,0.25,tsp,1
282,489,0.25,tsp,1
282,115,0.25,tsp,1
282,299,100,ml,1
283,253,400,g,1
283,307,1,To Glaze,1
283,502,2,cups,1
283,364,0.33,cup,1
283,150,3,tsp,1
283,84,0.5,tsp,1
283,548,1,beaten,1
283,222,75,cup,1
283,328,3,tbs,1
283,419,1,for frying,1
283,483,1,garnish,1
284,137,1,large,1
284,305,300,g,1
284,15,75,ml,1
284,281,280,g,1
284,483,1,tbs,1
284,211,4,large,1
284,223,2,tsp,1
284,223,500,g,1
284,347,2,cloves minced,1
285,228,1,,1
285,52,300,g,1
285,224,3,tbs,1
285,137,1,tbs,1
285,15,1,Litre,1
285,123,3,tsp,1
285,324,400,g,1
286,193,2,Jan,1
286,149,150,g,1
286,364,1,Pinch,1
286,299,1,Pinch,1
286,316,2,tbs,1
286,104,8,,1
286,68,200,g,1
286,175,,,1
286,71,4,mini,1
286,198,0.5,,1
286,204,150,,1
286,281,1,Pinch,1
286,244,1,Pinch,1
287,224,2,tbs,1
287,301,8,,1
287,299,200,g,1
287,557,4,,1
287,319,1,can,1
287,123,2,,1
287,180,1,Dash,1
287,317,4,Chopped,1
287,103,4,Jan,1
287,198,1,tbs,1
287,469,4,tbs,1
288,517,3,cups,1
288,301,6,,1
288,150,4,,1
288,237,2.00,cup,1
288,104,2,tsp,1
288,15,1,tsp,1
288,53,2.00,tsp,1
288,137,1,Spinkling,1
288,327,1,As required,1
289,570,4,,1
289,137,100,g,1
289,123,2,Beaten,1
289,36,100,g,1
289,327,1,Fry,1
289,315,2,tbs,1
289,342,2,tbs,1
289,231,1,tbs,1
289,52,2,tblsp,1
290,3,500,g,1
290,227,2,chopped,1
290,49,2,chopped,1
290,149,2,cloves,1
290,20,2,,1
290,266,200,ml,1
290,333,2,Litres,1
290,219,3,tbs,1
290,281,1,tbsp,1
290,244,2.00,tsp,1
290,232,2.00,tsp,1
290,327,2,tbs,1
291,119,4,,1
291,123,2,,1
291,281,1,tsp,1
291,224,4,tsp,1
292,167,1,cups,1
292,49,1,,1
292,364,1,small,1
292,344,1,sprinking,1
292,95,150,g,1
292,299,10,,1
292,194,35,g,1
292,326,4,tablespoons,1
292,137,300,ml,1
292,297,1.5,teaspoons,1
292,219,1,teaspoon,1
292,332,1 1/4,cup,1
293,286,2.00,cup,1
293,88,2.00,cup raw,1
293,43,1,tsp,1
293,15,2,,1
293,136,2.00,cup,1
293,546,1,tsp,1
293,323,2.00,cup boiling,1
293,333,1.5,pounds sliced,1
294,4,1,package thin,1
294,271,6,Apr,1
294,120,3,tablespoons minced,1
294,57,1.5,tablespoons minced garlic,1
294,149,0.25,cup,1
294,30.5,1,tablespoon,1
294,134,0.5,tablespoon thick,1
294,296,0.5,tablespoon,1
294,244,3,tablespoons,1
294,224,1,Sliced,1
294,103,1,Leaves,1
294,214,1,Crushed,1
294,240,1,tbls,1
295,224,4,,1
295,367,2,finely chopped,1
295,227,2,cloves minced,1
295,149,2,tsp ground,1
295,84,2,tsp,1
295,248,250,ml,1
295,266,800,g,1
295,80,1,,1
295,368,3,sprigs,1
295,396,2,,1
295,21,1,tsp,1
295,305,2,tbs,1
295,211,600,g,1
295,370,1,Grated,1
295,235,1,,1
296,378,1,,1
296,364,3,cloves,1
296,149,1,tsp,1
296,232,0.5,tsp,1
296,104,1,tblsp,1
296,313,3,Medium,1
296,49,2,small stalks,1
296,55,1,,1
296,264,1,,1
296,424,800,g,1
296,365,250,ml,1
296,329,2,sliced,1
296,426,2,sprigs,1
296,313,250,g,1
296,433,400,g,1
297,434,1,can,1
297,435,1,can,1
297,80,1,Packet,1
297,436,3,Lbs,1
298,253,3,Lbs,1
298,292,2.00,cup,1
298,282,1,oz,1
298,218,3.50,cup,1
298,38,6,cloves,1
298,149,1,tsp,1
298,190,3,cups,1
298,364,2,tbsp,1
298,316,2,cups,1
298,21,8,cups,1
298,224,2,tbsp,1
298,117,2,tsp,1
298,328,2,sprigs,1
298,99,568,ml,1
298,296,100,g,1
298,396,1,Pod of,1
298,237,6,,1
298,277,2,tbs,1
298,494,1,Top,1
299,115,1,lb,1
299,334,3,chopped,1
299,323,1,tsp,1
299,122,1,tbs,1
299,52,1,tsp,1
299,52,3,finely chopped,1
300,4,3,finely chopped,1
300,150,6,chopped,1
300,154,1,Packet,1
300,296,1,Fry,1
300,443,1,Bottle,1
300,49,450,g,1
300,55,55,g,1
300,301,2,parts,1
300,527,2.00,tsp,1
300,223,6,oz,1
300,333,2,Beaten,1
301,137,30,g,1
301,52,140,g,1
301,475,85,g,1
301,281,85,g,1
301,211,1,tsp,1
301,123,1,To Glaze,1
301,41,1,To Glaze,1
301,410,250,g,1
301,41,2,tbs,1
301,40,1,sliced,1
301,84,0.25,,1
301,211,10,,1
301,347,4,,1
302,439,4,tbsp,1
302,443,2,tbs,1
302,364,1,tblsp,1
302,440,1,tblsp,1
302,441,10,,1
302,301,4,,1
302,442,4,tbsp,1
302,296,2,tbs,1
302,52,1,tbsp,1
302,342,1,tbsp,1
